timestamp,estimulo,codigo
1780107338.7089577,D2,16
1780107339.1363811,ConmprimidoVerde,2
1780107339.5632489,D3,17
1780107339.9890826,ConmprimidoRojo,1
1780107340.4158466,D5,19
1780107340.8423996,D4,18
1780107341.2696686,ComprimidoAzul,3
1780107341.6968682,D1,15
1780107342.1241698,ConmprimidoRojo,1
1780107342.5510173,D1,15
1780107342.9776278,D3,17
1780107343.4044428,ConmprimidoVerde,2
1780107343.8305378,D2,16
1780107344.257005,ComprimidoAzul,3
1780107344.6835442,D5,19
1780107345.109497,D4,18
1780107345.5360239,ConmprimidoRojo,1
1780107345.9623585,D3,17
1780107346.388549,D5,19
1780107346.8152456,D2,16
1780107347.2413714,D1,15
1780107347.668463,ConmprimidoVerde,2
1780107348.095691,D4,18
1780107348.5222027,ComprimidoAzul,3
1780107348.9481533,ComprimidoAzul,3
1780107349.3758113,D4,18
1780107349.8023987,ConmprimidoRojo,1
1780107350.228712,D1,15
1780107350.6551378,ConmprimidoVerde,2
1780107351.082516,D5,19
1780107351.509006,D3,17
1780107351.9351726,D2,16
1780107352.3623633,D4,18
1780107352.7889729,ComprimidoAzul,3
1780107353.214908,D2,16
1780107353.6417725,D5,19
1780107354.0686371,D1,15
1780107354.49547,ConmprimidoRojo,1
1780107354.9220433,D3,17
1780107355.348029,ConmprimidoVerde,2
1780107355.774747,D1,15
1780107356.2016919,ConmprimidoRojo,1
1780107356.627487,D2,16
1780107357.05347,ConmprimidoVerde,2
1780107357.480182,D3,17
1780107357.9071271,D5,19
1780107358.3330195,D4,18
1780107358.759548,ComprimidoAzul,3
1780107359.1858096,D2,16
1780107359.611595,ConmprimidoVerde,2
1780107360.038723,D1,15
1780107360.4657347,D5,19
1780107360.8921397,ComprimidoAzul,3
1780107361.3182478,D3,17
1780107361.7450213,D4,18
1780107362.1716688,ConmprimidoRojo,1
1780107362.5979645,D1,15
1780107363.0241616,ConmprimidoVerde,2
1780107363.4515102,D5,19
1780107363.8777792,D4,18
1780107364.3045268,D3,17
1780107364.7306852,ComprimidoAzul,3
1780107365.1563165,D2,16
1780107365.5835667,ConmprimidoRojo,1
1780107366.0101225,ConmprimidoVerde,2
1780107366.4364285,D1,15
1780107366.863405,D4,18
1780107367.2905314,ComprimidoAzul,3
1780107367.716393,D5,19
1780107368.1435215,D3,17
1780107368.5700924,D2,16
1780107368.9974203,ConmprimidoRojo,1
1780107369.4244297,ConmprimidoRojo,1
1780107369.8512216,D3,17
1780107370.2779915,D2,16
1780107370.7047808,ConmprimidoVerde,2
1780107371.131487,D4,18
1780107371.5584252,D1,15
1780107371.985101,ComprimidoAzul,3
1780107372.4115872,D5,19
1780107372.8384411,ComprimidoAzul,3
1780107373.2663527,D4,18
1780107373.6928806,D2,16
1780107374.1196282,D1,15
1780107374.5457423,ConmprimidoRojo,1
1780107374.9732556,D3,17
1780107375.3994389,ConmprimidoVerde,2
1780107375.8266325,D5,19
