timestamp,estimulo,codigo
1780107732.6758423,D1,15
1780107733.1029463,ConmprimidoVerde,2
1780107733.529887,D4,18
1780107733.957035,D3,17
1780107734.3839786,ConmprimidoRojo,1
1780107734.8104718,D5,19
1780107735.236626,D2,16
1780107735.6636233,ComprimidoAzul,3
1780107736.0900135,D2,16
1780107736.5170846,D1,15
1780107736.9437118,ConmprimidoRojo,1
1780107737.3706598,D4,18
1780107737.7971609,ConmprimidoVerde,2
1780107738.224239,D3,17
1780107738.651192,ComprimidoAzul,3
1780107739.078426,D5,19
1780107739.504879,ConmprimidoRojo,1
1780107739.93103,D5,19
1780107740.3576818,D3,17
1780107740.7841053,ConmprimidoVerde,2
1780107741.2107294,D1,15
1780107741.6379313,D4,18
1780107742.0655837,ComprimidoAzul,3
1780107742.492057,D2,16
1780107742.9182813,ConmprimidoRojo,1
1780107743.3454711,D3,17
1780107743.7722764,D1,15
1780107744.1988077,ConmprimidoVerde,2
1780107744.6253433,D4,18
1780107745.051656,D2,16
1780107745.477653,ComprimidoAzul,3
1780107745.9039307,D5,19
1780107746.3308158,D2,16
1780107746.7572074,D1,15
1780107747.184011,D5,19
1780107747.6105042,ConmprimidoRojo,1
1780107748.0367901,D4,18
1780107748.4635332,ConmprimidoVerde,2
1780107748.8905735,D3,17
1780107749.316716,ComprimidoAzul,3
1780107749.7441962,D5,19
1780107750.170955,ConmprimidoRojo,1
1780107750.5969884,D3,17
1780107751.0236235,ConmprimidoVerde,2
1780107751.4507234,D1,15
1780107751.8767354,ComprimidoAzul,3
1780107752.3037565,D2,16
1780107752.730164,D4,18
1780107753.156381,ComprimidoAzul,3
1780107753.5829766,D2,16
1780107754.0095482,D3,17
1780107754.435839,ConmprimidoRojo,1
1780107754.8623629,D1,15
1780107755.288939,D4,18
1780107755.7154658,ConmprimidoVerde,2
1780107756.1424522,D5,19
1780107756.5688307,D5,19
1780107756.994572,ConmprimidoVerde,2
1780107757.4210649,D1,15
1780107757.8479047,ComprimidoAzul,3
1780107758.2744782,D4,18
1780107758.7013676,D3,17
1780107759.1287181,D2,16
1780107759.5560093,ConmprimidoRojo,1
1780107759.9830394,D2,16
1780107760.4099753,D1,15
1780107760.8367298,D5,19
1780107761.263289,ConmprimidoVerde,2
1780107761.6898804,D3,17
1780107762.1163256,ComprimidoAzul,3
1780107762.542693,D4,18
1780107762.968677,ConmprimidoRojo,1
1780107763.394944,D2,16
1780107763.821678,D1,15
1780107764.2486093,D3,17
1780107764.674869,ConmprimidoRojo,1
1780107765.1012971,D5,19
1780107765.5278947,ComprimidoAzul,3
1780107765.9546428,D4,18
1780107766.381405,ConmprimidoVerde,2
1780107766.8079734,D2,16
1780107767.2352827,ConmprimidoVerde,2
1780107767.6623676,D1,15
1780107768.088798,ComprimidoAzul,3
1780107768.5151763,D4,18
1780107768.9426925,D5,19
1780107769.3697047,D3,17
1780107769.7959068,ConmprimidoRojo,1
