timestamp,estimulo,codigo
1779756095.1876388,ComprimidoAzul,3
1779756095.6150432,D5,19
1779756096.0416408,D4,18
1779756096.4692743,D2,16
1779756096.8960125,ConmprimidoVerde,2
1779756097.323475,D3,17
1779756097.7501554,ConmprimidoRojo,1
1779756098.1778905,D1,15
1779756098.6057968,ConmprimidoVerde,2
1779756099.032465,D4,18
1779756099.4597373,ComprimidoAzul,3
1779756099.8868577,D3,17
1779756100.3138247,ConmprimidoRojo,1
1779756100.7406714,D1,15
1779756101.1680932,D2,16
1779756101.5953405,D5,19
1779756102.0226238,ComprimidoAzul,3
1779756102.4496002,D4,18
1779756102.8765476,D1,15
1779756103.3046281,ConmprimidoVerde,2
1779756103.7319317,D2,16
1779756104.158461,D5,19
1779756104.585423,ConmprimidoRojo,1
1779756105.0128486,D3,17
1779756105.4404395,ConmprimidoRojo,1
1779756105.8679998,D3,17
1779756106.2944891,D2,16
1779756106.72096,D4,18
1779756107.1478324,D1,15
1779756107.5743127,ConmprimidoVerde,2
1779756108.0013082,D5,19
1779756108.4285774,ComprimidoAzul,3
1779756108.8552995,D5,19
1779756109.282267,D3,17
1779756109.7093287,ComprimidoAzul,3
1779756110.135991,D2,16
1779756110.563379,D1,15
1779756110.9903867,ConmprimidoVerde,2
1779756111.4166331,D4,18
1779756111.843714,ConmprimidoRojo,1
1779756112.2701912,ConmprimidoVerde,2
1779756112.6963975,D4,18
1779756113.1234937,D3,17
1779756113.5503602,ComprimidoAzul,3
1779756113.9780664,D5,19
1779756114.4056425,D2,16
1779756114.8329363,ConmprimidoRojo,1
1779756115.2601874,D1,15
1779756115.6870418,ComprimidoAzul,3
1779756116.1138546,D4,18
1779756116.5404706,ConmprimidoVerde,2
1779756116.9674494,D1,15
1779756117.3946695,ConmprimidoRojo,1
1779756117.8219318,D3,17
1779756118.2489355,D5,19
1779756118.676047,D2,16
1779756119.1029427,ConmprimidoRojo,1
1779756119.5300336,D3,17
1779756119.9565766,D2,16
1779756120.3841877,D4,18
1779756120.8113396,ComprimidoAzul,3
1779756121.23873,D5,19
1779756121.6659355,ConmprimidoVerde,2
1779756122.0923789,D1,15
1779756122.5196195,D5,19
1779756122.9461348,ConmprimidoRojo,1
1779756123.3733256,D3,17
1779756123.8001897,ComprimidoAzul,3
1779756124.2270029,D4,18
1779756124.6541545,D1,15
1779756125.0813963,ConmprimidoVerde,2
1779756125.5083172,D2,16
1779756125.934369,ConmprimidoVerde,2
1779756126.3618653,D1,15
1779756126.7884521,ComprimidoAzul,3
1779756127.2149084,D3,17
1779756127.6425402,D2,16
1779756128.0691497,D5,19
1779756128.4970143,D4,18
1779756128.9249575,ConmprimidoRojo,1
1779756129.3520718,ComprimidoAzul,3
1779756129.7789516,D2,16
1779756130.2057889,D5,19
1779756130.6324742,D3,17
1779756131.060446,ConmprimidoRojo,1
1779756131.487065,D4,18
1779756131.9140315,D1,15
1779756132.3410902,ConmprimidoVerde,2
