timestamp,estimulo,codigo
1780107971.3311226,D1,15
1780107971.7585843,D4,18
1780107972.1843176,ComprimidoAzul,3
1780107972.6115234,D3,17
1780107973.0374136,ConmprimidoVerde,2
1780107973.464587,D5,19
1780107973.8908572,ConmprimidoRojo,1
1780107974.3177888,D2,16
1780107974.7446835,ConmprimidoVerde,2
1780107975.1714542,D4,18
1780107975.5982375,D5,19
1780107976.0257392,ConmprimidoRojo,1
1780107976.4527907,D1,15
1780107976.879083,D2,16
1780107977.3054135,D3,17
1780107977.7323184,ComprimidoAzul,3
1780107978.159116,D5,19
1780107978.5859768,ConmprimidoVerde,2
1780107979.013267,D1,15
1780107979.4402134,ConmprimidoRojo,1
1780107979.8659601,D4,18
1780107980.2921274,ComprimidoAzul,3
1780107980.7181075,D2,16
1780107981.1450205,D3,17
1780107981.5720778,D4,18
1780107981.9993849,ConmprimidoVerde,2
1780107982.4261115,D3,17
1780107982.8532903,D2,16
1780107983.2802796,D5,19
1780107983.7074742,ComprimidoAzul,3
1780107984.1344092,D1,15
1780107984.561297,ConmprimidoRojo,1
1780107984.988322,ConmprimidoRojo,1
1780107985.414768,D2,16
1780107985.841629,D4,18
1780107986.2680402,D3,17
1780107986.694516,ConmprimidoVerde,2
1780107987.1219537,D5,19
1780107987.548266,D1,15
1780107987.974663,ComprimidoAzul,3
1780107988.4016533,ConmprimidoVerde,2
1780107988.8285947,D5,19
1780107989.2560208,D3,17
1780107989.6825936,ComprimidoAzul,3
1780107990.1089115,D4,18
1780107990.5354323,D2,16
1780107990.9620547,D1,15
1780107991.3892503,ConmprimidoRojo,1
1780107991.8170018,ConmprimidoVerde,2
1780107992.2433586,D3,17
1780107992.6694014,ComprimidoAzul,3
1780107993.0959494,D1,15
1780107993.5223184,ConmprimidoRojo,1
1780107993.948783,D5,19
1780107994.3753357,D2,16
1780107994.8021495,D4,18
1780107995.2281408,ComprimidoAzul,3
1780107995.6551588,D3,17
1780107996.0817292,ConmprimidoVerde,2
1780107996.508667,D4,18
1780107996.9353683,D2,16
1780107997.3627589,D1,15
1780107997.7899797,ConmprimidoRojo,1
1780107998.216388,D5,19
1780107998.6432302,D1,15
1780107999.0705843,ComprimidoAzul,3
1780107999.4963725,D5,19
1780107999.9231784,ConmprimidoVerde,2
1780108000.349044,D3,17
1780108000.7752666,D2,16
1780108001.2016704,D4,18
1780108001.6278212,ConmprimidoRojo,1
1780108002.054975,D3,17
1780108002.4815447,D5,19
1780108002.908233,ConmprimidoRojo,1
1780108003.335685,D1,15
1780108003.7629066,ComprimidoAzul,3
1780108004.1899414,D4,18
1780108004.616507,ConmprimidoVerde,2
1780108005.0424228,D2,16
1780108005.4696581,ConmprimidoRojo,1
1780108005.8969681,D1,15
1780108006.3228183,D4,18
1780108006.7493696,D5,19
1780108007.1755555,ConmprimidoVerde,2
1780108007.6022131,D2,16
1780108008.028285,ComprimidoAzul,3
1780108008.4549353,D3,17
