timestamp,estimulo,codigo
1780099795.147154,D2,16
1780099795.5742936,D1,15
1780099796.001083,D5,19
1780099796.427647,ConmprimidoRojo,1
1780099796.8538632,D3,17
1780099797.2804754,ComprimidoAzul,3
1780099797.7071111,D4,18
1780099798.1343205,ConmprimidoVerde,2
1780099798.5617435,D4,18
1780099798.9888713,ConmprimidoRojo,1
1780099799.4155035,D3,17
1780099799.8424408,D2,16
1780099800.268718,ComprimidoAzul,3
1780099800.6955187,D5,19
1780099801.1219869,D1,15
1780099801.548081,ConmprimidoVerde,2
1780099801.9750266,D5,19
1780099802.4007835,D3,17
1780099802.827862,ConmprimidoRojo,1
1780099803.2538614,D4,18
1780099803.6809938,ConmprimidoVerde,2
1780099804.1075413,D2,16
1780099804.5345814,ComprimidoAzul,3
1780099804.9616754,D1,15
1780099805.3890765,D5,19
1780099805.8154986,ConmprimidoRojo,1
1780099806.2417436,D4,18
1780099806.6682212,ComprimidoAzul,3
1780099807.0950966,D3,17
1780099807.521538,D2,16
1780099807.9482675,D1,15
1780099808.3738317,ConmprimidoVerde,2
1780099808.8005342,ConmprimidoRojo,1
1780099809.227352,D5,19
1780099809.653465,ConmprimidoVerde,2
1780099810.080086,D3,17
1780099810.5071335,ComprimidoAzul,3
1780099810.9336581,D4,18
1780099811.36044,D1,15
1780099811.787033,D2,16
1780099812.2146065,D3,17
1780099812.6443105,ConmprimidoRojo,1
1780099813.0859008,D1,15
1780099813.5273852,D5,19
1780099813.9673147,ComprimidoAzul,3
1780099814.4078372,D4,18
1780099814.857414,D2,16
1780099815.3014681,ConmprimidoVerde,2
1780099815.7395718,ConmprimidoRojo,1
1780099816.179904,D2,16
1780099816.6277752,ConmprimidoVerde,2
1780099817.0823846,D1,15
1780099817.5215957,ComprimidoAzul,3
1780099817.976311,D4,18
1780099818.4153864,D5,19
1780099818.8550236,D3,17
1780099819.3084776,D2,16
1780099819.7587485,D1,15
1780099820.2008662,ConmprimidoRojo,1
1780099820.6544604,D3,17
1780099821.0928645,ConmprimidoVerde,2
1780099821.5446208,D5,19
1780099821.9993262,ComprimidoAzul,3
1780099822.4400992,D4,18
1780099822.880978,D4,18
1780099823.3343272,D5,19
1780099823.7846189,ConmprimidoRojo,1
1780099824.2387776,D1,15
1780099824.677817,ConmprimidoVerde,2
1780099825.1336372,D3,17
1780099825.5722558,D2,16
1780099826.0126755,ComprimidoAzul,3
1780099826.4519506,ConmprimidoRojo,1
1780099826.8915372,D1,15
1780099827.3317282,ComprimidoAzul,3
1780099827.7688987,D3,17
1780099828.2195861,ConmprimidoVerde,2
1780099828.6611657,D4,18
1780099829.100156,D2,16
1780099829.5553203,D5,19
1780099829.994554,D5,19
1780099830.4349475,D4,18
1780099830.876637,ConmprimidoVerde,2
1780099831.317414,D1,15
1780099831.772316,ConmprimidoRojo,1
1780099832.2136176,D3,17
1780099832.653911,ComprimidoAzul,3
1780099833.0916483,D2,16
