timestamp,estimulo,codigo
1780115564.228535,ComprimidoAzul,3
1780115564.655232,D4,18
1780115565.0816672,D5,19
1780115565.508286,ConmprimidoRojo,1
1780115565.934657,D3,17
1780115566.362007,ConmprimidoVerde,2
1780115566.788692,D1,15
1780115567.2150922,D2,16
1780115567.6421044,D4,18
1780115568.0690641,D1,15
1780115568.495293,ConmprimidoRojo,1
1780115568.9222138,D3,17
1780115569.3492403,ConmprimidoVerde,2
1780115569.7752304,D2,16
1780115570.2018585,D5,19
1780115570.6288495,ComprimidoAzul,3
1780115571.0545688,ConmprimidoRojo,1
1780115571.481652,D2,16
1780115571.9079483,D4,18
1780115572.3348696,D1,15
1780115572.7619414,ConmprimidoVerde,2
1780115573.1891232,D3,17
1780115573.6146874,D5,19
1780115574.0407703,ComprimidoAzul,3
1780115574.468146,D3,17
1780115574.8947973,D1,15
1780115575.3213296,ConmprimidoRojo,1
1780115575.7480435,D5,19
1780115576.1736765,D2,16
1780115576.6004906,ComprimidoAzul,3
1780115577.0267727,D4,18
1780115577.4529555,ConmprimidoVerde,2
1780115577.8798265,D3,17
1780115578.3061802,ConmprimidoVerde,2
1780115578.7323732,D2,16
1780115579.1591454,ComprimidoAzul,3
1780115579.5856552,D1,15
1780115580.012479,D5,19
1780115580.4388149,ConmprimidoRojo,1
1780115580.866296,D4,18
1780115581.293424,D2,16
1780115581.7207437,D3,17
1780115582.1463745,ConmprimidoVerde,2
1780115582.5732696,D4,18
1780115583.0001676,ConmprimidoRojo,1
1780115583.426742,D1,15
1780115583.8542044,D5,19
1780115584.2817438,ComprimidoAzul,3
1780115584.7085097,D4,18
1780115585.1350174,D3,17
1780115585.5620003,D5,19
1780115585.9885364,ComprimidoAzul,3
1780115586.4152937,D2,16
1780115586.842648,ConmprimidoRojo,1
1780115587.269798,D1,15
1780115587.6969442,ConmprimidoVerde,2
1780115588.1234672,D2,16
1780115588.5495899,ConmprimidoVerde,2
1780115588.9767282,D1,15
1780115589.4032834,ComprimidoAzul,3
1780115589.8294797,D3,17
1780115590.2563512,D4,18
1780115590.6834438,D5,19
1780115591.1102638,ConmprimidoRojo,1
1780115591.5365899,D2,16
1780115591.9630866,ConmprimidoRojo,1
1780115592.3905282,D4,18
1780115592.8173723,ComprimidoAzul,3
1780115593.243784,D1,15
1780115593.670363,D3,17
1780115594.0971625,ConmprimidoVerde,2
1780115594.5239282,D5,19
1780115594.9508495,ConmprimidoRojo,1
1780115595.3779562,D4,18
1780115595.804037,D2,16
1780115596.231181,ConmprimidoVerde,2
1780115596.6575394,D5,19
1780115597.0848384,D3,17
1780115597.5118873,ComprimidoAzul,3
1780115597.9383447,D1,15
1780115598.3650143,ComprimidoAzul,3
1780115598.7913642,D1,15
1780115599.218456,D4,18
1780115599.645642,ConmprimidoVerde,2
1780115600.0720766,D3,17
1780115600.498247,ConmprimidoRojo,1
1780115600.9251447,D5,19
1780115601.3514092,D2,16
