timestamp,estimulo,codigo
1780099620.0592291,ConmprimidoRojo,1
1780099620.4862359,D4,18
1780099620.9130778,D1,15
1780099621.3392227,D2,16
1780099621.7661004,ComprimidoAzul,3
1780099622.1924179,D5,19
1780099622.6195283,ConmprimidoVerde,2
1780099623.0463052,D3,17
1780099623.4729087,D4,18
1780099623.8997848,ConmprimidoRojo,1
1780099624.3261874,D5,19
1780099624.7532752,D3,17
1780099625.1795125,ConmprimidoVerde,2
1780099625.6063027,D2,16
1780099626.0324545,ComprimidoAzul,3
1780099626.4592166,D1,15
1780099626.8852196,D1,15
1780099627.3118856,ComprimidoAzul,3
1780099627.7388825,D5,19
1780099628.1660793,D3,17
1780099628.5927572,ConmprimidoRojo,1
1780099629.0197408,D4,18
1780099629.4467008,ConmprimidoVerde,2
1780099629.8730736,D2,16
1780099630.2993286,D1,15
1780099630.7260625,D2,16
1780099631.1524625,D3,17
1780099631.579813,ConmprimidoVerde,2
1780099632.006117,D5,19
1780099632.4322426,ComprimidoAzul,3
1780099632.8589616,D4,18
1780099633.2862477,ConmprimidoRojo,1
1780099633.712572,ComprimidoAzul,3
1780099634.1388795,D2,16
1780099634.5649116,D5,19
1780099634.9908693,D3,17
1780099635.417452,D1,15
1780099635.8438976,ConmprimidoVerde,2
1780099636.2714052,D4,18
1780099636.6987653,ConmprimidoRojo,1
1780099637.1259472,ConmprimidoRojo,1
1780099637.5525746,D3,17
1780099637.9796484,D5,19
1780099638.4065235,ComprimidoAzul,3
1780099638.83322,D4,18
1780099639.2592254,ConmprimidoVerde,2
1780099639.6848927,D1,15
1780099640.1111398,D2,16
1780099640.5384107,D4,18
1780099640.9658828,ComprimidoAzul,3
1780099641.393121,D5,19
1780099641.8197944,ConmprimidoRojo,1
1780099642.2455895,D2,16
1780099642.672708,D3,17
1780099643.0992928,D1,15
1780099643.5256956,ConmprimidoVerde,2
1780099643.9518197,ConmprimidoRojo,1
1780099644.3787026,D5,19
1780099644.8048055,D3,17
1780099645.2311358,D2,16
1780099645.6576097,ComprimidoAzul,3
1780099646.084955,D4,18
1780099646.5118625,D1,15
1780099646.93881,ConmprimidoVerde,2
1780099647.3653352,ConmprimidoRojo,1
1780099647.7913141,D4,18
1780099648.2183294,ConmprimidoVerde,2
1780099648.645618,D1,15
1780099649.0722973,D2,16
1780099649.499571,ComprimidoAzul,3
1780099649.9257975,D3,17
1780099650.3527324,D5,19
1780099650.7797902,ConmprimidoVerde,2
1780099651.206474,D2,16
1780099651.6330357,D4,18
1780099652.060564,D3,17
1780099652.4876363,ConmprimidoRojo,1
1780099652.915154,D1,15
1780099653.3420444,D5,19
1780099653.7689629,ComprimidoAzul,3
1780099654.1956246,ConmprimidoVerde,2
1780099654.6222587,D5,19
1780099655.0487604,ConmprimidoRojo,1
1780099655.4761715,D2,16
1780099655.903348,D1,15
1780099656.3303013,D4,18
1780099656.7568686,ComprimidoAzul,3
1780099657.1834111,D3,17
