timestamp,estimulo,codigo
1780083427.6669974,ConmprimidoVerde,2
1780083428.0935655,D3,17
1780083428.5205393,ComprimidoAzul,3
1780083428.9471858,D1,15
1780083429.373535,ConmprimidoRojo,1
1780083429.7999215,D2,16
1780083430.226384,D5,19
1780083430.6527882,D4,18
1780083431.079227,D3,17
1780083431.5058181,ComprimidoAzul,3
1780083431.9321704,D2,16
1780083432.3587499,ConmprimidoRojo,1
1780083432.7851863,D5,19
1780083433.2121,ConmprimidoVerde,2
1780083433.6390235,D1,15
1780083434.06544,D4,18
1780083434.492858,ConmprimidoVerde,2
1780083434.9195166,D1,15
1780083435.3461177,D5,19
1780083435.7732687,D4,18
1780083436.2001565,ConmprimidoRojo,1
1780083436.625921,D2,16
1780083437.0526626,D3,17
1780083437.4792929,ComprimidoAzul,3
1780083437.9057424,D1,15
1780083438.332276,ConmprimidoRojo,1
1780083438.759375,D4,18
1780083439.1858165,ConmprimidoVerde,2
1780083439.611551,D3,17
1780083440.0385718,ComprimidoAzul,3
1780083440.465569,D5,19
1780083440.8920107,D2,16
1780083441.318506,ConmprimidoRojo,1
1780083441.7449706,D5,19
1780083442.171338,ConmprimidoVerde,2
1780083442.5977669,D3,17
1780083443.0252588,D1,15
1780083443.4519973,ComprimidoAzul,3
1780083443.879183,D2,16
1780083444.3053794,D4,18
1780083444.7322195,D3,17
1780083445.1584194,D1,15
1780083445.5846052,ComprimidoAzul,3
1780083446.0106406,D4,18
1780083446.4378753,ConmprimidoRojo,1
1780083446.864566,D2,16
1780083447.2913663,ConmprimidoVerde,2
1780083447.71776,D5,19
1780083448.1447713,ConmprimidoRojo,1
1780083448.5714216,D4,18
1780083448.9981368,D1,15
1780083449.4244301,ConmprimidoVerde,2
1780083449.8507175,D5,19
1780083450.27664,ComprimidoAzul,3
1780083450.7029376,D2,16
1780083451.1290936,D3,17
1780083451.5557578,D4,18
1780083451.9815943,D1,15
1780083452.4081397,ConmprimidoVerde,2
1780083452.835384,D5,19
1780083453.2623963,D2,16
1780083453.6887758,ComprimidoAzul,3
1780083454.115471,D3,17
1780083454.542102,ConmprimidoRojo,1
1780083454.9694173,D2,16
1780083455.3965642,ComprimidoAzul,3
1780083455.8237555,D5,19
1780083456.250491,ConmprimidoRojo,1
1780083456.6770453,D4,18
1780083457.1040926,D1,15
1780083457.5304089,D3,17
1780083457.9564903,ConmprimidoVerde,2
1780083458.3832717,D5,19
1780083458.8096268,ConmprimidoRojo,1
1780083459.2368023,D1,15
1780083459.6639302,D4,18
1780083460.0907412,ConmprimidoVerde,2
1780083460.517044,D3,17
1780083460.9434571,ComprimidoAzul,3
1780083461.37027,D2,16
1780083461.79655,ConmprimidoVerde,2
1780083462.2232497,D3,17
1780083462.6503325,ComprimidoAzul,3
1780083463.0765002,D4,18
1780083463.503441,D1,15
1780083463.930337,D5,19
1780083464.3563318,D2,16
1780083464.7824953,ConmprimidoRojo,1
