timestamp,estimulo,codigo
1779758662.6087034,ConmprimidoRojo,1
1779758663.0343184,D4,18
1779758663.4611492,D3,17
1779758663.887445,D5,19
1779758664.3141015,D1,15
1779758664.7412276,ConmprimidoVerde,2
1779758665.1677542,D2,16
1779758665.5942876,ComprimidoAzul,3
1779758666.0209327,D1,15
1779758666.4475062,ConmprimidoVerde,2
1779758666.8736515,D4,18
1779758667.300496,ComprimidoAzul,3
1779758667.7270486,D3,17
1779758668.1541295,ConmprimidoRojo,1
1779758668.5804632,D2,16
1779758669.006775,D5,19
1779758669.4335077,ConmprimidoVerde,2
1779758669.8604033,D3,17
1779758670.2881231,ConmprimidoRojo,1
1779758670.7151737,D5,19
1779758671.1420648,D4,18
1779758671.569415,ComprimidoAzul,3
1779758671.996424,D1,15
1779758672.4224355,D2,16
1779758672.8489246,D1,15
1779758673.2765741,ConmprimidoVerde,2
1779758673.7034357,D2,16
1779758674.1311948,D3,17
1779758674.5583773,D4,18
1779758674.9858296,ComprimidoAzul,3
1779758675.4116476,D5,19
1779758675.8380146,ConmprimidoRojo,1
1779758676.2646296,D4,18
1779758676.6915765,D5,19
1779758677.118009,ConmprimidoRojo,1
1779758677.5441122,D1,15
1779758677.97149,D2,16
1779758678.398958,ConmprimidoVerde,2
1779758678.8253028,D3,17
1779758679.2518241,ComprimidoAzul,3
1779758679.6791291,ConmprimidoRojo,1
1779758680.1058547,D2,16
1779758680.5320914,ComprimidoAzul,3
1779758680.958963,D1,15
1779758681.3852656,D3,17
1779758681.8122585,D4,18
1779758682.2387927,ConmprimidoVerde,2
1779758682.6654086,D5,19
1779758683.0921993,D5,19
1779758683.5187814,ConmprimidoVerde,2
1779758683.9451437,D3,17
1779758684.3719838,D4,18
1779758684.797968,ComprimidoAzul,3
1779758685.224162,D1,15
1779758685.6514962,D2,16
1779758686.078143,ConmprimidoRojo,1
1779758686.504509,ConmprimidoRojo,1
1779758686.9316268,D1,15
1779758687.35818,D4,18
1779758687.7850187,ComprimidoAzul,3
1779758688.2125015,D2,16
1779758688.6393821,D3,17
1779758689.0660474,ConmprimidoVerde,2
1779758689.4927528,D5,19
1779758689.9193459,ConmprimidoVerde,2
1779758690.346026,D5,19
1779758690.7721415,D1,15
1779758691.1989357,D4,18
1779758691.6257577,ComprimidoAzul,3
1779758692.0531657,D3,17
1779758692.480695,ConmprimidoRojo,1
1779758692.9073174,D2,16
1779758693.3337927,ComprimidoAzul,3
1779758693.7609694,D3,17
1779758694.18784,D1,15
1779758694.615299,ConmprimidoVerde,2
1779758695.041835,D2,16
1779758695.468627,D4,18
1779758695.8954682,ConmprimidoRojo,1
1779758696.3223794,D5,19
1779758696.748729,D3,17
1779758697.1760507,ConmprimidoRojo,1
1779758697.6035404,D2,16
1779758698.0305212,ConmprimidoVerde,2
1779758698.457514,D1,15
1779758698.8840568,ComprimidoAzul,3
1779758699.3112783,D5,19
1779758699.7374415,D4,18
