timestamp,estimulo,codigo
1780100136.3018494,D4,18
1780100136.7282033,ComprimidoAzul,3
1780100137.1554916,D2,16
1780100137.5820973,D3,17
1780100138.008622,ConmprimidoRojo,1
1780100138.434569,D1,15
1780100138.861585,ConmprimidoVerde,2
1780100139.287629,D5,19
1780100139.7136781,D3,17
1780100140.1402593,D2,16
1780100140.5673747,D1,15
1780100140.9942126,ComprimidoAzul,3
1780100141.4206748,D4,18
1780100141.8472195,ConmprimidoRojo,1
1780100142.2737858,D5,19
1780100142.7010036,ConmprimidoVerde,2
1780100143.1277726,ComprimidoAzul,3
1780100143.5547388,D5,19
1780100143.9811058,D1,15
1780100144.408106,D3,17
1780100144.8345292,D2,16
1780100145.2617733,ConmprimidoVerde,2
1780100145.6882606,D4,18
1780100146.1146111,ConmprimidoRojo,1
1780100146.541504,ConmprimidoRojo,1
1780100146.9680123,D2,16
1780100147.3954668,D4,18
1780100147.8224602,D1,15
1780100148.2498782,ConmprimidoVerde,2
1780100148.6765997,D3,17
1780100149.1031694,ComprimidoAzul,3
1780100149.5295055,D5,19
1780100149.9562619,D3,17
1780100150.3824043,D4,18
1780100150.8087027,ConmprimidoRojo,1
1780100151.2358663,D2,16
1780100151.6629405,D1,15
1780100152.0901034,ComprimidoAzul,3
1780100152.51624,D5,19
1780100152.9428556,ConmprimidoVerde,2
1780100153.3699994,D5,19
1780100153.7973342,D3,17
1780100154.2239437,ConmprimidoVerde,2
1780100154.6503813,D1,15
1780100155.0775316,D4,18
1780100155.5047085,ComprimidoAzul,3
1780100155.9308991,D2,16
1780100156.3575487,ConmprimidoRojo,1
1780100156.7840478,ConmprimidoRojo,1
1780100157.2106547,D1,15
1780100157.6371932,D3,17
1780100158.0641215,ConmprimidoVerde,2
1780100158.491037,D2,16
1780100158.918301,ComprimidoAzul,3
1780100159.34571,D4,18
1780100159.7712166,D5,19
1780100160.197409,ConmprimidoRojo,1
1780100160.624391,D1,15
1780100161.0514474,D3,17
1780100161.4773796,D5,19
1780100161.9030802,D4,18
1780100162.329897,ConmprimidoVerde,2
1780100162.7564087,D2,16
1780100163.1831365,ComprimidoAzul,3
1780100163.6101563,ComprimidoAzul,3
1780100164.0367377,D4,18
1780100164.4630675,ConmprimidoRojo,1
1780100164.889854,D3,17
1780100165.3164568,ConmprimidoVerde,2
1780100165.74276,D2,16
1780100166.1688223,D5,19
1780100166.5959501,D1,15
1780100167.0228598,D5,19
1780100167.4492362,ConmprimidoRojo,1
1780100167.8765788,D2,16
1780100168.3038437,ComprimidoAzul,3
1780100168.7305455,D4,18
1780100169.1571248,D3,17
1780100169.5841286,ConmprimidoVerde,2
1780100170.0105655,D1,15
1780100170.4370925,D5,19
1780100170.8638313,D3,17
1780100171.2905908,ConmprimidoRojo,1
1780100171.717548,D1,15
1780100172.1432014,ConmprimidoVerde,2
1780100172.5698748,D4,18
1780100172.996757,D2,16
1780100173.4231322,ComprimidoAzul,3
