timestamp,estimulo,codigo
1780089392.0872889,D2,16
1780089392.5140488,D4,18
1780089392.9404864,ConmprimidoVerde,2
1780089393.3672583,D5,19
1780089393.7930772,D1,15
1780089394.2200494,ConmprimidoRojo,1
1780089394.646992,D3,17
1780089395.073367,ComprimidoAzul,3
1780089395.4992063,D5,19
1780089395.9256556,D2,16
1780089396.3524554,D1,15
1780089396.7793324,ConmprimidoRojo,1
1780089397.2061424,D4,18
1780089397.6320398,ConmprimidoVerde,2
1780089398.0586796,D3,17
1780089398.4861548,ComprimidoAzul,3
1780089398.9125347,ConmprimidoRojo,1
1780089399.3387063,D3,17
1780089399.7655885,ComprimidoAzul,3
1780089400.1921198,D4,18
1780089400.6187751,D1,15
1780089401.0451362,D2,16
1780089401.471495,ConmprimidoVerde,2
1780089401.8986206,D5,19
1780089402.3259485,D4,18
1780089402.7521207,ConmprimidoVerde,2
1780089403.1785874,D5,19
1780089403.605879,ComprimidoAzul,3
1780089404.0327985,D3,17
1780089404.4596527,ConmprimidoRojo,1
1780089404.886818,D1,15
1780089405.3134866,D2,16
1780089405.7403026,D4,18
1780089406.16749,D1,15
1780089406.5937543,D2,16
1780089407.0206454,ComprimidoAzul,3
1780089407.447047,D3,17
1780089407.8744884,ConmprimidoVerde,2
1780089408.3008075,D5,19
1780089408.7273939,ConmprimidoRojo,1
1780089409.1540985,ConmprimidoVerde,2
1780089409.5808952,D2,16
1780089410.0081856,D5,19
1780089410.4355402,ComprimidoAzul,3
1780089410.8623028,D1,15
1780089411.289035,ConmprimidoRojo,1
1780089411.7159686,D3,17
1780089412.1425903,D4,18
1780089412.5689013,D5,19
1780089412.9962182,D4,18
1780089413.42298,ConmprimidoRojo,1
1780089413.8497665,D3,17
1780089414.2763116,ConmprimidoVerde,2
1780089414.7023008,D2,16
1780089415.1287994,D1,15
1780089415.5552404,ComprimidoAzul,3
1780089415.9816606,ComprimidoAzul,3
1780089416.4081407,D1,15
1780089416.8344996,D3,17
1780089417.2614172,ConmprimidoRojo,1
1780089417.6874912,D2,16
1780089418.1140704,ConmprimidoVerde,2
1780089418.540889,D5,19
1780089418.967214,D4,18
1780089419.3945427,ConmprimidoVerde,2
1780089419.8208735,D5,19
1780089420.2481654,ComprimidoAzul,3
1780089420.6741354,D4,18
1780089421.1005185,D3,17
1780089421.5275853,ConmprimidoRojo,1
1780089421.9538982,D1,15
1780089422.3803422,D2,16
1780089422.8071043,D5,19
1780089423.233664,ComprimidoAzul,3
1780089423.6601937,D2,16
1780089424.0862606,D4,18
1780089424.5128524,D1,15
1780089424.9394803,ConmprimidoRojo,1
1780089425.3666253,D3,17
1780089425.7930515,ConmprimidoVerde,2
1780089426.2193484,D5,19
1780089426.6458845,ConmprimidoRojo,1
1780089427.0727284,D2,16
1780089427.4993234,ConmprimidoVerde,2
1780089427.926053,D4,18
1780089428.3528073,D3,17
1780089428.7787874,ComprimidoAzul,3
1780089429.2056136,D1,15
