timestamp,estimulo,codigo
1780099527.9017255,ConmprimidoRojo,1
1780099528.327932,D2,16
1780099528.754457,ConmprimidoVerde,2
1780099529.1811624,D4,18
1780099529.608458,D5,19
1780099530.0347226,D1,15
1780099530.4617496,D3,17
1780099530.8890455,ComprimidoAzul,3
1780099531.3152735,D1,15
1780099531.7417226,D4,18
1780099532.167732,D3,17
1780099532.5946805,ComprimidoAzul,3
1780099533.0212383,D2,16
1780099533.4479473,ConmprimidoRojo,1
1780099533.8745697,D5,19
1780099534.3005707,ConmprimidoVerde,2
1780099534.7264476,ComprimidoAzul,3
1780099535.153322,D3,17
1780099535.5805023,D2,16
1780099536.0070848,D5,19
1780099536.4337182,ConmprimidoRojo,1
1780099536.8600605,D4,18
1780099537.2875657,D1,15
1780099537.7144969,ConmprimidoVerde,2
1780099538.1419868,ComprimidoAzul,3
1780099538.5683722,D4,18
1780099538.9946072,D2,16
1780099539.4207501,ConmprimidoRojo,1
1780099539.846722,D1,15
1780099540.2728477,D5,19
1780099540.6994987,ConmprimidoVerde,2
1780099541.1260543,D3,17
1780099541.5524404,ConmprimidoRojo,1
1780099541.9789705,D3,17
1780099542.4060163,ConmprimidoVerde,2
1780099542.832549,D1,15
1780099543.258365,ComprimidoAzul,3
1780099543.6844823,D2,16
1780099544.1114154,D5,19
1780099544.5374815,D4,18
1780099544.963758,ConmprimidoRojo,1
1780099545.3902268,D2,16
1780099545.8169322,ComprimidoAzul,3
1780099546.2433565,D1,15
1780099546.6699896,D4,18
1780099547.0966508,D5,19
1780099547.5225074,D3,17
1780099547.9493358,ConmprimidoVerde,2
1780099548.3758824,D3,17
1780099548.802653,ComprimidoAzul,3
1780099549.2296057,D2,16
1780099549.6571407,D4,18
1780099550.0832074,ConmprimidoVerde,2
1780099550.5103357,D1,15
1780099550.9371498,ConmprimidoRojo,1
1780099551.3639085,D5,19
1780099551.7903554,ConmprimidoVerde,2
1780099552.2176414,D2,16
1780099552.6446333,D5,19
1780099553.071561,ComprimidoAzul,3
1780099553.4988067,D4,18
1780099553.9255588,D1,15
1780099554.352858,ConmprimidoRojo,1
1780099554.779054,D3,17
1780099555.2067285,D3,17
1780099555.6339214,D4,18
1780099556.060289,ConmprimidoRojo,1
1780099556.4872046,D2,16
1780099556.9146333,ComprimidoAzul,3
1780099557.3415687,D1,15
1780099557.7684546,D5,19
1780099558.1952872,ConmprimidoVerde,2
1780099558.6216059,ComprimidoAzul,3
1780099559.0483286,D2,16
1780099559.4749684,ConmprimidoVerde,2
1780099559.901417,D1,15
1780099560.3284595,D4,18
1780099560.755116,ConmprimidoRojo,1
1780099561.1813326,D5,19
1780099561.607325,D3,17
1780099562.034561,D4,18
1780099562.461542,D3,17
1780099562.889089,ConmprimidoRojo,1
1780099563.315827,D1,15
1780099563.7425196,ComprimidoAzul,3
1780099564.1696353,D2,16
1780099564.5962632,ConmprimidoVerde,2
1780099565.0237107,D5,19
