timestamp,estimulo,codigo
1779756558.8297336,ComprimidoAzul,3
1779756559.2571056,D5,19
1779756559.6846488,ConmprimidoVerde,2
1779756560.11183,D2,16
1779756560.5384939,D3,17
1779756560.9650748,D4,18
1779756561.3920016,ConmprimidoRojo,1
1779756561.8185654,D1,15
1779756562.2457564,ComprimidoAzul,3
1779756562.6728916,D5,19
1779756563.0991066,D4,18
1779756563.5261626,D1,15
1779756563.9528365,ConmprimidoRojo,1
1779756564.3794012,D2,16
1779756564.8066227,D3,17
1779756565.2336,ConmprimidoVerde,2
1779756565.6611514,ComprimidoAzul,3
1779756566.0882926,D1,15
1779756566.5158541,ConmprimidoRojo,1
1779756566.9424012,D5,19
1779756567.3687017,D2,16
1779756567.7965581,D3,17
1779756568.223437,ConmprimidoVerde,2
1779756568.649681,D4,18
1779756569.0776303,D4,18
1779756569.5046136,D5,19
1779756569.9316747,D3,17
1779756570.3585846,ComprimidoAzul,3
1779756570.7855916,D1,15
1779756571.2133253,ConmprimidoRojo,1
1779756571.6411314,D2,16
1779756572.0685585,ConmprimidoVerde,2
1779756572.4954898,ConmprimidoVerde,2
1779756572.9221919,D3,17
1779756573.3490329,D1,15
1779756573.77621,D4,18
1779756574.2035618,ConmprimidoRojo,1
1779756574.631507,D5,19
1779756575.0581777,ComprimidoAzul,3
1779756575.4848437,D2,16
1779756575.9117124,ConmprimidoVerde,2
1779756576.3391821,D2,16
1779756576.7658093,D4,18
1779756577.1930614,ConmprimidoRojo,1
1779756577.6206841,D5,19
1779756578.0476477,D1,15
1779756578.4743059,ComprimidoAzul,3
1779756578.9006684,D3,17
1779756579.3270247,D4,18
1779756579.7542326,ConmprimidoVerde,2
1779756580.1812794,D3,17
1779756580.607586,D5,19
1779756581.0344896,ComprimidoAzul,3
1779756581.4612617,D1,15
1779756581.8890388,ConmprimidoRojo,1
1779756582.3164582,D2,16
1779756582.7434583,ComprimidoAzul,3
1779756583.170121,D2,16
1779756583.5974946,ConmprimidoRojo,1
1779756584.0243373,D3,17
1779756584.4512024,D1,15
1779756584.8784893,D4,18
1779756585.3049905,ConmprimidoVerde,2
1779756585.7322567,D5,19
1779756586.1588132,ConmprimidoVerde,2
1779756586.5850213,D1,15
1779756587.011776,ComprimidoAzul,3
1779756587.4383945,D3,17
1779756587.865514,D4,18
1779756588.292278,ConmprimidoRojo,1
1779756588.7190185,D5,19
1779756589.1467602,D2,16
1779756589.573274,ConmprimidoRojo,1
1779756590.0012243,D4,18
1779756590.4281502,D3,17
1779756590.8545,ConmprimidoVerde,2
1779756591.2810187,D1,15
1779756591.7078404,D5,19
1779756592.1345923,D2,16
1779756592.5611012,ComprimidoAzul,3
1779756592.988414,ComprimidoAzul,3
1779756593.415046,D3,17
1779756593.8426175,D5,19
1779756594.2690015,D4,18
1779756594.6952987,ConmprimidoRojo,1
1779756595.1221085,D2,16
1779756595.5490692,D1,15
1779756595.975757,ConmprimidoVerde,2
