timestamp,estimulo,codigo
1780102536.8057423,ConmprimidoVerde,2
1780102537.2321303,D1,15
1780102537.659105,D4,18
1780102538.0856237,ComprimidoAzul,3
1780102538.512645,D3,17
1780102538.9388995,D2,16
1780102539.3653328,ConmprimidoRojo,1
1780102539.7916856,D5,19
1780102540.218958,ComprimidoAzul,3
1780102540.6460571,D4,18
1780102541.0724304,D5,19
1780102541.4995654,D1,15
1780102541.9260101,ConmprimidoVerde,2
1780102542.3534577,D2,16
1780102542.7801535,D3,17
1780102543.205697,ConmprimidoRojo,1
1780102543.6322932,ComprimidoAzul,3
1780102544.058976,D5,19
1780102544.4853768,D4,18
1780102544.9122066,D3,17
1780102545.3386464,ConmprimidoRojo,1
1780102545.7650504,D2,16
1780102546.1913273,ConmprimidoVerde,2
1780102546.6186225,D1,15
1780102547.045227,ConmprimidoVerde,2
1780102547.4723296,D3,17
1780102547.8991096,D2,16
1780102548.326215,ComprimidoAzul,3
1780102548.7529569,D4,18
1780102549.179799,D5,19
1780102549.6065497,ConmprimidoRojo,1
1780102550.034084,D1,15
1780102550.4610434,ComprimidoAzul,3
1780102550.887476,D3,17
1780102551.3143432,ConmprimidoVerde,2
1780102551.7415175,D5,19
1780102552.1686106,ConmprimidoRojo,1
1780102552.595004,D4,18
1780102553.021775,D1,15
1780102553.4493234,D2,16
1780102553.8750033,ConmprimidoRojo,1
1780102554.3018084,D1,15
1780102554.7285893,D4,18
1780102555.1553228,ComprimidoAzul,3
1780102555.5825725,D2,16
1780102556.008693,D5,19
1780102556.4349427,ConmprimidoVerde,2
1780102556.861254,D3,17
1780102557.2876084,D5,19
1780102557.7140524,ComprimidoAzul,3
1780102558.1411102,D2,16
1780102558.5683825,D3,17
1780102558.99582,ConmprimidoVerde,2
1780102559.423311,D4,18
1780102559.851112,D1,15
1780102560.27817,ConmprimidoRojo,1
1780102560.7041051,D5,19
1780102561.131709,ConmprimidoRojo,1
1780102561.558575,D1,15
1780102561.9850419,D2,16
1780102562.4113507,ConmprimidoVerde,2
1780102562.8386247,D3,17
1780102563.2647562,D4,18
1780102563.6918051,ComprimidoAzul,3
1780102564.1179705,D5,19
1780102564.5452147,ConmprimidoRojo,1
1780102564.9719193,D1,15
1780102565.3985565,D2,16
1780102565.826878,ComprimidoAzul,3
1780102566.2544074,D4,18
1780102566.681361,D3,17
1780102567.107927,ConmprimidoVerde,2
1780102567.5346806,D5,19
1780102567.9615617,ConmprimidoVerde,2
1780102568.3890178,D1,15
1780102568.8158698,ConmprimidoRojo,1
1780102569.2426982,D3,17
1780102569.6700907,D2,16
1780102570.0966873,D4,18
1780102570.5236626,ComprimidoAzul,3
1780102570.9505682,D5,19
1780102571.376611,ComprimidoAzul,3
1780102571.8040388,D1,15
1780102572.2307506,D4,18
1780102572.657519,ConmprimidoVerde,2
1780102573.0840945,D3,17
1780102573.5109553,ConmprimidoRojo,1
1780102573.937585,D2,16
