timestamp,estimulo,codigo
1780099976.8244104,D1,15
1780099977.2517445,ConmprimidoRojo,1
1780099977.6782541,D3,17
1780099978.1044853,D4,18
1780099978.530852,ComprimidoAzul,3
1780099978.9579988,D5,19
1780099979.384111,ConmprimidoVerde,2
1780099979.8111696,D2,16
1780099980.2382283,ComprimidoAzul,3
1780099980.6649635,D5,19
1780099981.0923173,ConmprimidoRojo,1
1780099981.5181956,D3,17
1780099981.9442012,D4,18
1780099982.371218,D1,15
1780099982.7979724,ConmprimidoVerde,2
1780099983.2242887,D2,16
1780099983.6510358,D1,15
1780099984.07698,ConmprimidoRojo,1
1780099984.5032902,D5,19
1780099984.929824,ConmprimidoVerde,2
1780099985.3562357,D4,18
1780099985.7829814,ComprimidoAzul,3
1780099986.2105565,D3,17
1780099986.6373854,D2,16
1780099987.0643246,D3,17
1780099987.4907508,ConmprimidoVerde,2
1780099987.916901,D4,18
1780099988.3444417,D5,19
1780099988.7709694,ConmprimidoRojo,1
1780099989.1991825,D1,15
1780099989.6255336,D2,16
1780099990.0526958,ComprimidoAzul,3
1780099990.4795089,ComprimidoAzul,3
1780099990.9066381,D1,15
1780099991.3336222,D3,17
1780099991.7598372,ConmprimidoRojo,1
1780099992.186786,D2,16
1780099992.6138468,ConmprimidoVerde,2
1780099993.0403268,D5,19
1780099993.4668138,D4,18
1780099993.8943808,D1,15
1780099994.3211427,D5,19
1780099994.7482078,D3,17
1780099995.1751206,ConmprimidoVerde,2
1780099995.6015587,D4,18
1780099996.0286393,ConmprimidoRojo,1
1780099996.4552064,D2,16
1780099996.8813012,ComprimidoAzul,3
1780099997.309141,D5,19
1780099997.7360535,ComprimidoAzul,3
1780099998.1623158,D1,15
1780099998.58906,D4,18
1780099999.015263,ConmprimidoRojo,1
1780099999.4425316,D3,17
1780099999.8686104,D2,16
1780100000.2952056,ConmprimidoVerde,2
1780100000.721352,D4,18
1780100001.1480744,D5,19
1780100001.5748963,D3,17
1780100002.0012207,ConmprimidoVerde,2
1780100002.4711893,D1,15
1780100002.8977978,ComprimidoAzul,3
1780100003.32443,D2,16
1780100003.7507584,ConmprimidoRojo,1
1780100004.17688,ConmprimidoVerde,2
1780100004.6033673,D4,18
1780100005.0308592,D1,15
1780100005.458168,D2,16
1780100005.884165,D5,19
1780100006.311578,ConmprimidoRojo,1
1780100006.738747,D3,17
1780100007.1667001,ComprimidoAzul,3
1780100007.5978427,ComprimidoAzul,3
1780100008.024348,D5,19
1780100008.451275,D4,18
1780100008.8793821,D2,16
1780100009.3063855,ConmprimidoRojo,1
1780100009.7326982,D1,15
1780100010.1593795,D3,17
1780100010.5865457,ConmprimidoVerde,2
1780100011.013809,ConmprimidoRojo,1
1780100011.441181,D5,19
1780100011.8681276,D4,18
1780100012.2952452,ConmprimidoVerde,2
1780100012.722082,D1,15
1780100013.1527154,D2,16
1780100013.58029,D3,17
1780100014.0078068,ComprimidoAzul,3
