timestamp,estimulo,codigo
1780115063.153904,D4,18
1780115063.5804825,ComprimidoAzul,3
1780115064.007403,D1,15
1780115064.4343264,ConmprimidoRojo,1
1780115064.8604362,D3,17
1780115065.2878,ConmprimidoVerde,2
1780115065.714397,D5,19
1780115066.1404922,D2,16
1780115066.5675046,D2,16
1780115066.9946115,ConmprimidoRojo,1
1780115067.4212167,D4,18
1780115067.8476114,D1,15
1780115068.2750518,ComprimidoAzul,3
1780115068.7027328,D3,17
1780115069.1291392,D5,19
1780115069.5563757,ConmprimidoVerde,2
1780115069.9830067,D2,16
1780115070.4098253,D1,15
1780115070.836495,ConmprimidoRojo,1
1780115071.2633302,D3,17
1780115071.6906955,D4,18
1780115072.1173875,ConmprimidoVerde,2
1780115072.5443048,D5,19
1780115072.9734876,ComprimidoAzul,3
1780115073.4020076,ConmprimidoRojo,1
1780115073.8294234,D2,16
1780115074.2572613,D5,19
1780115074.6875558,D4,18
1780115075.1162107,ConmprimidoVerde,2
1780115075.544497,D1,15
1780115075.9711487,D3,17
1780115076.3981855,ComprimidoAzul,3
1780115076.824278,D2,16
1780115077.2502463,D3,17
1780115077.6770751,ComprimidoAzul,3
1780115078.103998,D5,19
1780115078.5309494,D1,15
1780115078.9573555,ConmprimidoVerde,2
1780115079.3843439,D4,18
1780115079.8105118,ConmprimidoRojo,1
1780115080.2367017,ConmprimidoVerde,2
1780115080.663579,D2,16
1780115081.089821,D4,18
1780115081.5166326,ConmprimidoRojo,1
1780115081.9433727,D1,15
1780115082.3825328,ComprimidoAzul,3
1780115082.8300261,D5,19
1780115083.2836578,D3,17
1780115083.721778,D1,15
1780115084.1634922,D2,16
1780115084.613297,ComprimidoAzul,3
1780115085.0664065,D5,19
1780115085.5054843,D3,17
1780115085.946621,ConmprimidoVerde,2
1780115086.4021292,D4,18
1780115086.844344,ConmprimidoRojo,1
1780115087.2852147,ConmprimidoRojo,1
1780115087.7244155,D3,17
1780115088.1810083,D4,18
1780115088.6329923,D5,19
1780115089.0727818,ConmprimidoVerde,2
1780115089.5235503,D2,16
1780115089.9605732,ComprimidoAzul,3
1780115090.4001896,D1,15
1780115090.8352268,D5,19
1780115091.2785065,D4,18
1780115091.7166512,D3,17
1780115092.15732,ComprimidoAzul,3
1780115092.5843565,D1,15
1780115093.0113409,ConmprimidoRojo,1
1780115093.4378166,D2,16
1780115093.8643513,ConmprimidoVerde,2
1780115094.2916179,ConmprimidoRojo,1
1780115094.7187724,D2,16
1780115095.145958,ConmprimidoVerde,2
1780115095.5721285,D3,17
1780115095.9984827,D4,18
1780115096.4258869,ComprimidoAzul,3
1780115096.8523567,D1,15
1780115097.2789774,D5,19
1780115097.7056823,ConmprimidoVerde,2
1780115098.1332598,D2,16
1780115098.559915,D3,17
1780115098.9863544,D5,19
1780115099.4128492,D1,15
1780115099.839814,ComprimidoAzul,3
1780115100.2673478,D4,18
1780115100.694711,ConmprimidoRojo,1
