timestamp,estimulo,codigo
1780108415.102135,ConmprimidoVerde,2
1780108415.529015,D3,17
1780108415.955341,ComprimidoAzul,3
1780108416.3821704,D5,19
1780108416.8090568,D1,15
1780108417.2354383,D2,16
1780108417.6618154,ConmprimidoRojo,1
1780108418.0885668,D4,18
1780108418.5155632,D3,17
1780108418.9418886,ComprimidoAzul,3
1780108419.3685746,D5,19
1780108419.794878,D2,16
1780108420.2216856,ConmprimidoRojo,1
1780108420.6478202,D1,15
1780108421.0754776,ConmprimidoVerde,2
1780108421.501535,D4,18
1780108421.9284651,D5,19
1780108422.3556182,ConmprimidoRojo,1
1780108422.7821307,D4,18
1780108423.2084658,ConmprimidoVerde,2
1780108423.635233,D3,17
1780108424.0623314,D2,16
1780108424.4892437,D1,15
1780108424.9155736,ComprimidoAzul,3
1780108425.3426344,ConmprimidoVerde,2
1780108425.769378,D4,18
1780108426.1954367,D1,15
1780108426.6215003,D5,19
1780108427.0484433,ComprimidoAzul,3
1780108427.474402,D3,17
1780108427.9018738,D2,16
1780108428.329396,ConmprimidoRojo,1
1780108428.7554343,D5,19
1780108429.1821673,D2,16
1780108429.608423,D1,15
1780108430.0351255,ComprimidoAzul,3
1780108430.4618359,D3,17
1780108430.887757,ConmprimidoRojo,1
1780108431.3153033,D4,18
1780108431.742176,ConmprimidoVerde,2
1780108432.1694534,ComprimidoAzul,3
1780108432.5958714,D1,15
1780108433.0219955,D4,18
1780108433.4484494,D2,16
1780108433.8743901,D3,17
1780108434.300755,ConmprimidoRojo,1
1780108434.727531,D5,19
1780108435.1546063,ConmprimidoVerde,2
1780108435.581796,D2,16
1780108436.0082893,ConmprimidoVerde,2
1780108436.4347916,D1,15
1780108436.8621209,D5,19
1780108437.2884054,D4,18
1780108437.7155094,ComprimidoAzul,3
1780108438.1420565,D3,17
1780108438.5692515,ConmprimidoRojo,1
1780108438.9961846,D2,16
1780108439.4229279,ConmprimidoVerde,2
1780108439.849889,D5,19
1780108440.2771668,D4,18
1780108440.703969,D1,15
1780108441.1305633,ConmprimidoRojo,1
1780108441.5567784,D3,17
1780108441.9834719,ComprimidoAzul,3
1780108442.4106684,D5,19
1780108442.8374298,D3,17
1780108443.2635474,ConmprimidoVerde,2
1780108443.689838,D2,16
1780108444.1171677,D4,18
1780108444.5436826,ConmprimidoRojo,1
1780108444.9694614,D1,15
1780108445.3964558,ComprimidoAzul,3
1780108445.8229208,ConmprimidoRojo,1
1780108446.2494423,D5,19
1780108446.6756167,D3,17
1780108447.101963,ComprimidoAzul,3
1780108447.5285685,D2,16
1780108447.9551437,D4,18
1780108448.382487,D1,15
1780108448.8095708,ConmprimidoVerde,2
1780108449.2367332,D1,15
1780108449.6636472,D2,16
1780108450.089988,ConmprimidoVerde,2
1780108450.5169632,D4,18
1780108450.94281,ConmprimidoRojo,1
1780108451.3696237,D3,17
1780108451.796635,D5,19
1780108452.2236314,ComprimidoAzul,3
