timestamp,estimulo,codigo
1780101554.8216467,ComprimidoAzul,3
1780101555.248053,D2,16
1780101555.6752512,D4,18
1780101556.1017547,D3,17
1780101556.5278108,ConmprimidoRojo,1
1780101556.9547296,D1,15
1780101557.380293,ConmprimidoVerde,2
1780101557.807159,D5,19
1780101558.234224,D5,19
1780101558.660882,ConmprimidoRojo,1
1780101559.0881715,D3,17
1780101559.5143352,ComprimidoAzul,3
1780101559.9408472,D2,16
1780101560.3675323,D1,15
1780101560.7945907,D4,18
1780101561.221298,ConmprimidoVerde,2
1780101561.6479752,ComprimidoAzul,3
1780101562.0753324,D1,15
1780101562.5019708,D2,16
1780101562.9279134,D4,18
1780101563.3549018,ConmprimidoVerde,2
1780101563.7814596,D3,17
1780101564.208965,ConmprimidoRojo,1
1780101564.6353447,D5,19
1780101565.0619545,ConmprimidoRojo,1
1780101565.4890265,D4,18
1780101565.9160395,ComprimidoAzul,3
1780101566.3427029,D2,16
1780101566.7692468,D3,17
1780101567.1957712,ConmprimidoVerde,2
1780101567.6224155,D5,19
1780101568.049222,D1,15
1780101568.4757125,ComprimidoAzul,3
1780101568.903189,D3,17
1780101569.329103,D4,18
1780101569.7560434,ConmprimidoRojo,1
1780101570.183232,D1,15
1780101570.6103394,ConmprimidoVerde,2
1780101571.0368018,D2,16
1780101571.4637437,D5,19
1780101571.890805,ComprimidoAzul,3
1780101572.3173552,D5,19
1780101572.7435036,ConmprimidoVerde,2
1780101573.17019,D1,15
1780101573.5967221,D2,16
1780101574.0238774,ConmprimidoRojo,1
1780101574.4496207,D3,17
1780101574.8765898,D4,18
1780101575.3032813,D5,19
1780101575.7295096,D2,16
1780101576.156064,D4,18
1780101576.5834625,ComprimidoAzul,3
1780101577.0098417,D1,15
1780101577.436417,ConmprimidoRojo,1
1780101577.8630826,D3,17
1780101578.2902474,ConmprimidoVerde,2
1780101578.7169564,D1,15
1780101579.1438344,D4,18
1780101579.570965,ConmprimidoRojo,1
1780101579.9974647,D2,16
1780101580.4241943,ConmprimidoVerde,2
1780101580.8501883,D5,19
1780101581.2774668,D3,17
1780101581.7047374,ComprimidoAzul,3
1780101582.1315963,ConmprimidoVerde,2
1780101582.558643,D2,16
1780101582.986147,ConmprimidoRojo,1
1780101583.4130409,D1,15
1780101583.8392465,ComprimidoAzul,3
1780101584.26548,D3,17
1780101584.692621,D4,18
1780101585.1199977,D5,19
1780101585.5464642,ConmprimidoVerde,2
1780101585.9739246,D2,16
1780101586.4014072,D5,19
1780101586.8285725,D1,15
1780101587.2548316,ConmprimidoRojo,1
1780101587.6812167,D3,17
1780101588.1086528,ComprimidoAzul,3
1780101588.5356357,D4,18
1780101588.962891,D1,15
1780101589.389606,D4,18
1780101589.8161345,ConmprimidoRojo,1
1780101590.2424853,D3,17
1780101590.6689606,ComprimidoAzul,3
1780101591.0964653,D2,16
1780101591.5220363,ConmprimidoVerde,2
1780101591.9483373,D5,19
