timestamp,estimulo,codigo
1779755870.863954,ConmprimidoRojo,1
1779755871.2905278,D1,15
1779755871.7177057,D5,19
1779755872.1456819,D2,16
1779755872.5729656,ConmprimidoVerde,2
1779755872.9997237,D3,17
1779755873.4273424,D4,18
1779755873.8540752,ComprimidoAzul,3
1779755874.2810524,ConmprimidoRojo,1
1779755874.70821,D4,18
1779755875.1351666,D5,19
1779755875.5623312,ComprimidoAzul,3
1779755875.9893618,D3,17
1779755876.4160814,ConmprimidoVerde,2
1779755876.8429942,D2,16
1779755877.270348,D1,15
1779755877.6966536,D3,17
1779755878.124568,ComprimidoAzul,3
1779755878.55142,D2,16
1779755878.9782996,D5,19
1779755879.4053607,ConmprimidoVerde,2
1779755879.8320243,D4,18
1779755880.2595606,D1,15
1779755880.6867526,ConmprimidoRojo,1
1779755881.1131082,D1,15
1779755881.540589,D4,18
1779755881.9672956,D3,17
1779755882.3941412,ConmprimidoRojo,1
1779755882.8213239,D5,19
1779755883.2493668,ConmprimidoVerde,2
1779755883.6763806,D2,16
1779755884.10268,ComprimidoAzul,3
1779755884.5300622,D2,16
1779755884.9574373,ComprimidoAzul,3
1779755885.3843107,D4,18
1779755885.8115973,ConmprimidoVerde,2
1779755886.2382886,D5,19
1779755886.6656446,ConmprimidoRojo,1
1779755887.0926278,D1,15
1779755887.519935,D3,17
1779755887.947549,D5,19
1779755888.3745413,D4,18
1779755888.801411,ComprimidoAzul,3
1779755889.2290792,D2,16
1779755889.656047,D1,15
1779755890.0832977,ConmprimidoRojo,1
1779755890.5102057,D3,17
1779755890.9369729,ConmprimidoVerde,2
1779755891.363441,ConmprimidoRojo,1
1779755891.7898765,D5,19
1779755892.2180634,D4,18
1779755892.644827,ConmprimidoVerde,2
1779755893.0720873,D1,15
1779755893.4990363,D2,16
1779755893.9258115,D3,17
1779755894.3531437,ComprimidoAzul,3
1779755894.7801032,D2,16
1779755895.2074773,ComprimidoAzul,3
1779755895.6349084,D3,17
1779755896.0618181,ConmprimidoRojo,1
1779755896.4886405,D5,19
1779755896.914692,D1,15
1779755897.341884,ConmprimidoVerde,2
1779755897.76932,D4,18
1779755898.195787,ComprimidoAzul,3
1779755898.6228807,D1,15
1779755899.0503514,D4,18
1779755899.4774764,ConmprimidoVerde,2
1779755899.9041808,D5,19
1779755900.3313777,ConmprimidoRojo,1
1779755900.7574234,D3,17
1779755901.1838949,D2,16
1779755901.6112967,ComprimidoAzul,3
1779755902.0385022,D2,16
1779755902.4651556,D5,19
1779755902.8923998,ConmprimidoRojo,1
1779755903.3189952,D4,18
1779755903.7464292,D3,17
1779755904.1733668,D1,15
1779755904.600221,ConmprimidoVerde,2
1779755905.0262482,ComprimidoAzul,3
1779755905.452878,D1,15
1779755905.879402,D4,18
1779755906.3067062,ConmprimidoRojo,1
1779755906.7329357,D2,16
1779755907.1594322,D3,17
1779755907.5862765,D5,19
1779755908.0127468,ConmprimidoVerde,2
