timestamp,estimulo,codigo
1780102298.4629183,ConmprimidoRojo,1
1780102298.8886178,D4,18
1780102299.3147705,D5,19
1780102299.7420108,ConmprimidoVerde,2
1780102300.1689034,D2,16
1780102300.5958214,D3,17
1780102301.0228016,ComprimidoAzul,3
1780102301.449343,D1,15
1780102301.875979,ComprimidoAzul,3
1780102302.302814,D5,19
1780102302.7298582,D2,16
1780102303.1570017,D3,17
1780102303.5833597,ConmprimidoVerde,2
1780102304.0108218,D4,18
1780102304.4374192,D1,15
1780102304.8644707,ConmprimidoRojo,1
1780102305.2912953,ConmprimidoRojo,1
1780102305.7176256,D1,15
1780102306.1435661,ConmprimidoVerde,2
1780102306.5706768,D2,16
1780102306.9971035,D5,19
1780102307.4246411,D3,17
1780102307.8513443,ComprimidoAzul,3
1780102308.2781675,D4,18
1780102308.7048817,D2,16
1780102309.1324575,ConmprimidoRojo,1
1780102309.5588512,D1,15
1780102309.9852817,D3,17
1780102310.4120383,ComprimidoAzul,3
1780102310.838411,D4,18
1780102311.2649565,D5,19
1780102311.69161,ConmprimidoVerde,2
1780102312.1177602,ConmprimidoRojo,1
1780102312.544235,D2,16
1780102312.9718704,D1,15
1780102313.3986988,D3,17
1780102313.8255262,ConmprimidoVerde,2
1780102314.2522676,D4,18
1780102314.6783056,ComprimidoAzul,3
1780102315.1057124,D5,19
1780102315.532413,ConmprimidoVerde,2
1780102315.95887,D2,16
1780102316.386276,D1,15
1780102316.81261,ComprimidoAzul,3
1780102317.2394414,D5,19
1780102317.666559,D4,18
1780102318.09331,D3,17
1780102318.5204895,ConmprimidoRojo,1
1780102318.9461422,D4,18
1780102319.372355,ConmprimidoRojo,1
1780102319.7994695,D1,15
1780102320.2262065,ComprimidoAzul,3
1780102320.6542745,D2,16
1780102321.080767,ConmprimidoVerde,2
1780102321.5077505,D5,19
1780102321.934531,D3,17
1780102322.3611677,ComprimidoAzul,3
1780102322.7874682,D3,17
1780102323.214714,D4,18
1780102323.642105,ConmprimidoRojo,1
1780102324.0690434,D1,15
1780102324.495102,ConmprimidoVerde,2
1780102324.9222703,D5,19
1780102325.3492672,D2,16
1780102325.7753603,ConmprimidoVerde,2
1780102326.2024467,D2,16
1780102326.6286795,D1,15
1780102327.05549,ConmprimidoRojo,1
1780102327.4826908,D5,19
1780102327.9088335,D3,17
1780102328.3349557,D4,18
1780102328.7618327,ComprimidoAzul,3
1780102329.1888218,ComprimidoAzul,3
1780102329.616328,D5,19
1780102330.0435865,D1,15
1780102330.4707298,D4,18
1780102330.8981695,ConmprimidoRojo,1
1780102331.325711,D2,16
1780102331.7523026,D3,17
1780102332.178869,ConmprimidoVerde,2
1780102332.6063364,D1,15
1780102333.03221,ConmprimidoVerde,2
1780102333.4589267,D3,17
1780102333.8857868,ConmprimidoRojo,1
1780102334.3129842,D2,16
1780102334.7394805,D5,19
1780102335.1664996,D4,18
1780102335.592617,ComprimidoAzul,3
