timestamp,estimulo,codigo
1780088399.3086526,D4,18
1780088399.7349896,ComprimidoAzul,3
1780088400.1618419,D1,15
1780088400.5881855,D3,17
1780088401.0139055,ConmprimidoRojo,1
1780088401.441098,D5,19
1780088401.8681285,ConmprimidoVerde,2
1780088402.2953863,D2,16
1780088402.7225957,D4,18
1780088403.148669,D1,15
1780088403.5757213,ConmprimidoRojo,1
1780088404.0018995,D3,17
1780088404.427885,ComprimidoAzul,3
1780088404.854689,D2,16
1780088405.280648,ConmprimidoVerde,2
1780088405.7073252,D5,19
1780088406.1337776,D5,19
1780088406.5611596,D4,18
1780088406.986985,ConmprimidoVerde,2
1780088407.4139125,D1,15
1780088407.8408563,D3,17
1780088408.2671578,ConmprimidoRojo,1
1780088408.6933372,D2,16
1780088409.1199071,ComprimidoAzul,3
1780088409.546041,ConmprimidoVerde,2
1780088409.9727623,D1,15
1780088410.399146,D3,17
1780088410.8265266,ConmprimidoRojo,1
1780088411.2534862,D4,18
1780088411.6798205,ComprimidoAzul,3
1780088412.1062534,D2,16
1780088412.532982,D5,19
1780088412.959215,D2,16
1780088413.3858314,ComprimidoAzul,3
1780088413.8125937,D1,15
1780088414.239282,D3,17
1780088414.6658647,ConmprimidoVerde,2
1780088415.0926774,D4,18
1780088415.5196517,D5,19
1780088415.9464588,ConmprimidoRojo,1
1780088416.3735552,D4,18
1780088416.8001533,D2,16
1780088417.2270918,D1,15
1780088417.6536214,ComprimidoAzul,3
1780088418.080145,D3,17
1780088418.5067825,ConmprimidoRojo,1
1780088418.934078,D5,19
1780088419.3606584,ConmprimidoVerde,2
1780088419.7864568,ConmprimidoRojo,1
1780088420.2130308,D2,16
1780088420.638958,D5,19
1780088421.065819,D4,18
1780088421.491992,ConmprimidoVerde,2
1780088421.9181757,D1,15
1780088422.3444588,ComprimidoAzul,3
1780088422.7713673,D3,17
1780088423.1977646,D2,16
1780088423.6249735,ConmprimidoRojo,1
1780088424.051366,D5,19
1780088424.4778671,D3,17
1780088424.9046247,ConmprimidoVerde,2
1780088425.331201,D1,15
1780088425.7584703,ComprimidoAzul,3
1780088426.184708,D4,18
1780088426.6107533,D2,16
1780088427.0368862,ComprimidoAzul,3
1780088427.4633436,D3,17
1780088427.8896716,ConmprimidoRojo,1
1780088428.3168147,D1,15
1780088428.7440388,D5,19
1780088429.1712518,D4,18
1780088429.5972352,ConmprimidoVerde,2
1780088430.024274,ConmprimidoVerde,2
1780088430.4509957,D4,18
1780088430.8775692,D2,16
1780088431.3036778,D1,15
1780088431.730303,ConmprimidoRojo,1
1780088432.1569774,D3,17
1780088432.5842419,ComprimidoAzul,3
1780088433.0102642,D5,19
1780088433.4374633,D2,16
1780088433.8641741,ConmprimidoVerde,2
1780088434.2903922,D5,19
1780088434.717467,D1,15
1780088435.1448069,ConmprimidoRojo,1
1780088435.5711296,D3,17
1780088435.99727,D4,18
1780088436.4239457,ComprimidoAzul,3
