timestamp,estimulo,codigo
1780097911.5457659,ComprimidoAzul,3
1780097911.972207,D2,16
1780097912.398682,D1,15
1780097912.8251648,D4,18
1780097913.2519152,ConmprimidoRojo,1
1780097913.6783292,D3,17
1780097914.1052997,D5,19
1780097914.531056,ConmprimidoVerde,2
1780097914.9582124,D1,15
1780097915.3851476,ConmprimidoVerde,2
1780097915.811769,D5,19
1780097916.237894,ComprimidoAzul,3
1780097916.6639662,D2,16
1780097917.089653,ConmprimidoRojo,1
1780097917.5163467,D3,17
1780097917.942187,D4,18
1780097918.3685448,ComprimidoAzul,3
1780097918.7944515,D2,16
1780097919.2204838,D4,18
1780097919.646971,ConmprimidoVerde,2
1780097920.0736077,D5,19
1780097920.500545,D3,17
1780097920.926713,D1,15
1780097921.3530114,ConmprimidoRojo,1
1780097921.7788389,ConmprimidoVerde,2
1780097922.2051244,D3,17
1780097922.6317396,D5,19
1780097923.059087,D2,16
1780097923.4864192,ComprimidoAzul,3
1780097923.9134881,D1,15
1780097924.3395424,ConmprimidoRojo,1
1780097924.7673805,D4,18
1780097925.193503,D3,17
1780097925.6198778,D1,15
1780097926.046785,ConmprimidoVerde,2
1780097926.4741242,D5,19
1780097926.901375,ComprimidoAzul,3
1780097927.3276575,D4,18
1780097927.7548072,D2,16
1780097928.1810787,ConmprimidoRojo,1
1780097928.6074536,D5,19
1780097929.0339916,ComprimidoAzul,3
1780097929.4613912,D2,16
1780097929.8877666,ConmprimidoRojo,1
1780097930.3153753,D1,15
1780097930.742414,D3,17
1780097931.1688724,ConmprimidoVerde,2
1780097931.5946186,D4,18
1780097932.0206077,D5,19
1780097932.446799,ConmprimidoVerde,2
1780097932.874041,D4,18
1780097933.3012292,ConmprimidoRojo,1
1780097933.7280262,D3,17
1780097934.1549647,ComprimidoAzul,3
1780097934.5814502,D2,16
1780097935.0076387,D1,15
1780097935.4345922,ComprimidoAzul,3
1780097935.8620994,D4,18
1780097936.288452,D3,17
1780097936.7150946,ConmprimidoRojo,1
1780097937.1417994,D2,16
1780097937.5679715,D5,19
1780097937.9945493,D1,15
1780097938.4216406,ConmprimidoVerde,2
1780097938.848269,D1,15
1780097939.2748396,ConmprimidoVerde,2
1780097939.7021577,D2,16
1780097940.1288629,ConmprimidoRojo,1
1780097940.5545797,D4,18
1780097940.980971,D3,17
1780097941.4075234,ComprimidoAzul,3
1780097941.834885,D5,19
1780097942.2614465,ComprimidoAzul,3
1780097942.6878796,D4,18
1780097943.114257,D5,19
1780097943.5408905,D2,16
1780097943.9673164,ConmprimidoRojo,1
1780097944.3933954,D3,17
1780097944.819623,D1,15
1780097945.2459784,ConmprimidoVerde,2
1780097945.6729643,D3,17
1780097946.098891,ConmprimidoRojo,1
1780097946.5259256,D1,15
1780097946.952592,D2,16
1780097947.3784013,D5,19
1780097947.8049798,ConmprimidoVerde,2
1780097948.2309744,D4,18
1780097948.6577501,ComprimidoAzul,3
